,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
0,2015-09-08T00:00:00Z,62.770000,63.160000,63.200000,62.330000,13385051,reg,False,JPM
1,2015-09-09T00:00:00Z,63.940000,62.180000,64.340000,62.000000,13889457,reg,False,JPM
2,2015-09-10T00:00:00Z,61.860000,62.660000,62.995000,61.450000,15751110,reg,False,JPM
3,2015-09-11T00:00:00Z,62.380000,62.560000,62.660000,61.986000,12766683,reg,False,JPM
4,2015-09-14T00:00:00Z,62.640000,62.380000,62.685000,62.120000,10202787,reg,False,JPM
5,2015-09-15T00:00:00Z,62.760000,63.580000,63.890000,62.510000,14023503,reg,False,JPM
6,2015-09-16T00:00:00Z,63.890000,64.140000,64.290000,63.210000,12235935,reg,False,JPM
7,2015-09-17T00:00:00Z,64.140000,62.650000,64.640000,62.390000,21249199,reg,False,JPM
8,2015-09-18T00:00:00Z,61.830000,60.940000,61.830000,60.780000,31008001,reg,False,JPM
9,2015-09-21T00:00:00Z,61.520000,61.450000,61.910000,61.080000,13136377,reg,False,JPM
10,2015-09-22T00:00:00Z,60.575000,60.910000,61.085000,60.420000,14811862,reg,False,JPM
11,2015-09-23T00:00:00Z,60.800000,60.640000,61.150000,60.320000,11712247,reg,False,JPM
12,2015-09-24T00:00:00Z,60.010000,60.220000,60.380000,59.460000,17293389,reg,False,JPM
13,2015-09-25T00:00:00Z,61.270000,61.470000,61.860000,60.870000,18384297,reg,False,JPM
14,2015-09-28T00:00:00Z,60.910000,59.980000,61.010000,59.690000,17452209,reg,False,JPM
15,2015-09-29T00:00:00Z,59.970000,59.840000,60.130000,58.730000,19334947,reg,False,JPM
16,2015-09-30T00:00:00Z,60.700000,60.970000,61.000000,60.110000,18743807,reg,False,JPM
17,2015-10-01T00:00:00Z,61.140000,61.420000,61.870000,60.540000,16863215,reg,False,JPM
18,2015-10-02T00:00:00Z,59.600000,60.810000,60.860000,58.530000,20435078,reg,False,JPM
19,2015-10-05T00:00:00Z,61.240000,62.020000,62.240000,61.220000,13471119,reg,False,JPM
20,2015-10-06T00:00:00Z,62.110000,62.050000,62.360000,61.615000,12134800,reg,False,JPM
21,2015-10-07T00:00:00Z,62.550000,62.130000,63.030000,61.755000,12818858,reg,False,JPM
22,2015-10-08T00:00:00Z,61.860000,62.130000,62.250000,61.430000,13964567,reg,False,JPM
23,2015-10-09T00:00:00Z,62.350000,61.930000,62.545000,61.575000,12112022,reg,False,JPM
24,2015-10-12T00:00:00Z,61.840000,61.720000,62.010000,61.399000,10857374,reg,False,JPM
25,2015-10-13T00:00:00Z,61.410000,61.550000,62.160000,61.310000,15621860,reg,False,JPM
26,2015-10-14T00:00:00Z,60.770000,59.990000,60.970000,59.540000,28989352,reg,False,JPM
27,2015-10-15T00:00:00Z,60.470000,61.890000,61.960000,60.103400,18147873,reg,False,JPM
28,2015-10-16T00:00:00Z,62.420000,62.430000,62.650000,62.090000,17456576,reg,False,JPM
29,2015-10-19T00:00:00Z,62.000000,62.220000,62.765000,61.910000,14510389,reg,False,JPM
30,2015-10-20T00:00:00Z,62.360000,62.520000,62.815000,62.080000,11545128,reg,False,JPM
31,2015-10-21T00:00:00Z,62.880000,62.060000,62.960000,62.050000,12173278,reg,False,JPM
32,2015-10-22T00:00:00Z,62.420000,63.190000,63.580000,62.420000,15295681,reg,False,JPM
33,2015-10-23T00:00:00Z,63.630000,63.870000,64.185000,63.500000,16985219,reg,False,JPM
34,2015-10-26T00:00:00Z,63.850000,63.900000,63.990000,63.410000,13880244,reg,False,JPM
35,2015-10-27T00:00:00Z,63.510000,63.640000,63.860000,63.313500,8831862,reg,False,JPM
