,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
0,2015-09-08T00:00:00Z,52.670000,52.930000,52.980000,51.980000,19685429,reg,False,WFC
1,2015-09-09T00:00:00Z,53.610000,52.190000,53.700000,52.020000,16221491,reg,False,WFC
2,2015-09-10T00:00:00Z,52.080000,52.560000,52.860000,51.800000,17996234,reg,False,WFC
3,2015-09-11T00:00:00Z,52.340000,52.620000,52.660000,52.034000,12549350,reg,False,WFC
4,2015-09-14T00:00:00Z,52.630000,52.770000,52.880000,52.410000,16225618,reg,False,WFC
5,2015-09-15T00:00:00Z,53.040000,53.470000,53.785300,52.820000,14305498,reg,False,WFC
6,2015-09-16T00:00:00Z,53.520000,53.720000,53.890000,52.900000,15218544,reg,False,WFC
7,2015-09-17T00:00:00Z,53.570000,52.210000,53.910000,52.030000,25025803,reg,False,WFC
8,2015-09-18T00:00:00Z,51.270000,51.040000,51.481100,50.700000,39561581,reg,False,WFC
9,2015-09-21T00:00:00Z,51.520000,51.550000,51.746500,51.180000,16673315,reg,False,WFC
10,2015-09-22T00:00:00Z,50.820000,50.690000,51.150000,50.334000,21761275,reg,False,WFC
11,2015-09-23T00:00:00Z,50.770000,50.780000,50.940000,50.500000,12521218,reg,False,WFC
12,2015-09-24T00:00:00Z,50.090000,50.550000,50.680000,49.800000,17064312,reg,False,WFC
13,2015-09-25T00:00:00Z,51.370000,51.480000,51.870000,51.070000,18394809,reg,False,WFC
14,2015-09-28T00:00:00Z,51.070000,50.370000,51.300000,50.200000,17647883,reg,False,WFC
15,2015-09-29T00:00:00Z,50.470000,50.890000,50.960000,50.003100,20816372,reg,False,WFC
16,2015-09-30T00:00:00Z,51.630000,51.350000,51.720000,50.703000,20514761,reg,False,WFC
17,2015-10-01T00:00:00Z,51.520000,51.440000,51.860000,50.915000,15556585,reg,False,WFC
18,2015-10-02T00:00:00Z,50.280000,51.260000,51.290000,49.510000,21630348,reg,False,WFC
19,2015-10-05T00:00:00Z,51.710000,52.410000,52.570000,51.500000,15240718,reg,False,WFC
20,2015-10-06T00:00:00Z,52.180000,52.030000,52.540000,51.920000,14490737,reg,False,WFC
21,2015-10-07T00:00:00Z,52.490000,52.190000,52.725000,51.910000,13918017,reg,False,WFC
22,2015-10-08T00:00:00Z,52.230000,52.540000,52.590000,51.770000,15384114,reg,False,WFC
23,2015-10-09T00:00:00Z,53.020000,52.140000,53.070000,51.980000,16983126,reg,False,WFC
24,2015-10-12T00:00:00Z,52.110000,52.180000,52.430000,51.750000,10639023,reg,False,WFC
25,2015-10-13T00:00:00Z,52.020000,51.860000,52.310000,51.710000,16002167,reg,False,WFC
26,2015-10-14T00:00:00Z,51.700000,51.500000,51.900000,50.740000,26269117,reg,False,WFC
27,2015-10-15T00:00:00Z,52.000000,52.690000,52.700000,51.758600,18262387,reg,False,WFC
28,2015-10-16T00:00:00Z,53.190000,52.880000,53.190000,52.505000,15676303,reg,False,WFC
29,2015-10-19T00:00:00Z,52.760000,52.560000,53.010000,52.450000,15515662,reg,False,WFC
30,2015-10-20T00:00:00Z,52.620000,53.080000,53.285000,52.580000,13583334,reg,False,WFC
31,2015-10-21T00:00:00Z,53.040000,53.120000,53.860000,53.030000,17698584,reg,False,WFC
32,2015-10-22T00:00:00Z,53.410000,54.060000,54.450000,53.400000,18263223,reg,False,WFC
33,2015-10-23T00:00:00Z,54.340000,54.750000,54.800000,54.110000,16924772,reg,False,WFC
34,2015-10-26T00:00:00Z,54.760000,54.290000,54.810000,54.160000,12661370,reg,False,WFC
35,2015-10-27T00:00:00Z,53.980000,54.120000,54.325000,53.820000,12443881,reg,False,WFC
36,2015-10-28T00:00:00Z,54.240000,55.450000,55.500000,54.170100,16681630,reg,False,WFC
37,2015-10-29T00:00:00Z,55.390000,55.090000,55.567300,54.910000,11334914,reg,False,WFC
38,2015-10-30T00:00:00Z,55.070000,54.140000,55.070000,54.030000,18450513,reg,False,WFC
39,2015-11-02T00:00:00Z,54.210000,54.850000,55.020000,54.130000,10992331,reg,False,WFC
40,2015-11-03T00:00:00Z,54.680000,54.930000,55.150000,54.450000,10709126,reg,False,WFC
41,2015-11-04T00:00:00Z,54.560000,54.580000,54.750000,54.375000,12823595,reg,False,WFC
42,2015-11-05T00:00:00Z,54.350000,54.860000,55.080000,54.350000,12263906,reg,False,WFC
43,2015-11-06T00:00:00Z,56.040000,55.850000,56.340000,55.560000,22376825,reg,False,WFC
44,2015-11-09T00:00:00Z,56.080000,55.470000,56.220000,55.140000,17609713,reg,False,WFC
45,2015-11-10T00:00:00Z,55.300000,55.910000,55.960000,55.230000,13475898,reg,False,WFC
46,2015-11-11T00:00:00Z,56.130000,55.800000,56.170000,55.510000,10808470,reg,False,WFC
47,2015-11-12T00:00:00Z,55.550000,55.170000,55.750000,55.170000,17552240,reg,False,WFC
48,2015-11-13T00:00:00Z,55.020000,54.570000,55.360000,54.330000,16550247,reg,False,WFC
49,2015-11-16T00:00:00Z,54.490000,55.270000,55.270000,54.400000,11955410,reg,False,WFC
50,2015-11-17T00:00:00Z,55.330000,54.960000,55.485000,54.840000,11331933,reg,False,WFC
51,2015-11-18T00:00:00Z,55.060000,55.670000,55.770000,54.965000,16612571,reg,False,WFC
52,2015-11-19T00:00:00Z,55.770000,55.970000,56.069900,55.460000,12167644,reg,False,WFC
53,2015-11-20T00:00:00Z,56.260000,55.820000,56.260000,55.720000,16264121,reg,False,WFC
54,2015-11-23T00:00:00Z,55.900000,55.600000,56.040000,55.560000,9638084,reg,False,WFC
55,2015-11-24T00:00:00Z,55.140000,55.280000,55.480000,54.885000,14156491,reg,False,WFC
56,2015-11-25T00:00:00Z,55.460000,55.220000,55.520000,55.100000,10034400,reg,False,WFC
57,2015-11-27T00:00:00Z,55.330000,55.390000,55.470000,54.980000,4914008,reg,False,WFC
58,2015-11-30T00:00:00Z,55.470000,55.100000,55.690000,55.100000,15998923,reg,False,WFC
59,2015-12-01T00:00:00Z,55.520000,55.710000,55.770000,55.270000,15543357,reg,False,WFC
60,2015-12-02T00:00:00Z,55.800000,55.080000,55.800000,55.000000,12779891,reg,False,WFC
61,2015-12-03T00:00:00Z,55.130000,54.200000,55.220000,54.030000,15410137,reg,False,WFC
62,2015-12-04T00:00:00Z,54.480000,55.670000,55.880000,54.305000,19647728,reg,False,WFC
63,2015-12-07T00:00:00Z,55.450000,55.420000,55.560000,55.020000,17991639,reg,False,WFC
64,2015-12-08T00:00:00Z,54.980000,54.400000,55.205000,54.280000,19949494,reg,False,WFC
65,2015-12-09T00:00:00Z,54.120000,54.120000,54.940000,53.710000,18499649,reg,False,WFC
66,2015-12-10T00:00:00Z,54.250000,54.340000,54.985000,53.880000,14075334,reg,False,WFC
67,2015-12-11T00:00:00Z,53.450000,53.310000,53.940000,52.990000,17815729,reg,False,WFC
68,2015-12-14T00:00:00Z,53.320000,53.200000,53.570000,52.750000,22055078,reg,False,WFC
69,2015-12-15T00:00:00Z,53.830000,54.910000,55.120000,53.810000,19056701,reg,False,WFC
70,2015-12-16T00:00:00Z,55.210000,55.850000,56.040000,54.815000,21086759,reg,False,WFC
71,2015-12-17T00:00:00Z,56.110000,55.470000,56.240000,55.470000,18800520,reg,False,WFC
72,2015-12-18T00:00:00Z,55.000000,53.790000,55.150000,53.790000,31468584,reg,False,WFC
73,2015-12-21T00:00:00Z,54.290000,54.020000,54.540000,53.550000,12993380,reg,False,WFC
74,2015-12-22T00:00:00Z,54.360000,54.340000,54.500000,53.700000,10318062,reg,False,WFC
75,2015-12-23T00:00:00Z,54.600000,55.040000,55.060000,54.460000,13033579,reg,False,WFC
76,2015-12-24T00:00:00Z,54.970000,54.820000,55.090000,54.710000,4999417,reg,False,WFC
77,2015-12-28T00:00:00Z,54.580000,54.680000,54.780000,54.170000,8288841,reg,False,WFC
78,2015-12-29T00:00:00Z,55.120000,55.290000,55.350000,54.990000,7894876,reg,False,WFC
79,2015-12-30T00:00:00Z,55.270000,54.890000,55.310000,54.794000,8016893,reg,False,WFC
80,2015-12-31T00:00:00Z,54.510000,54.360000,54.949900,54.220000,10929767,reg,False,WFC
81,2016-01-04T00:00:00Z,53.060000,52.910000,53.270000,52.300000,25985392,reg,False,WFC
82,2016-01-05T00:00:00Z,52.930000,52.890000,53.267500,52.545000,14759616,reg,False,WFC
83,2016-01-06T00:00:00Z,52.120000,51.880000,52.620000,51.830000,20026405,reg,False,WFC
84,2016-01-07T00:00:00Z,51.010000,50.400000,51.190000,50.150000,30425557,reg,False,WFC
85,2016-01-08T00:00:00Z,50.790000,49.560000,50.856100,49.460000,22981395,reg,False,WFC
86,2016-01-11T00:00:00Z,50.240000,50.090000,50.325000,49.640000,19046405,reg,False,WFC
87,2016-01-12T00:00:00Z,50.880000,51.360000,51.520000,50.450000,28961499,reg,False,WFC
88,2016-01-13T00:00:00Z,51.730000,49.730000,51.800000,49.500000,22013526,reg,False,WFC
89,2016-01-14T00:00:00Z,50.080000,50.640000,51.000000,49.600000,24569804,reg,False,WFC
90,2016-01-15T00:00:00Z,48.590000,48.820000,49.640000,48.130000,41090425,reg,False,WFC
91,2016-01-19T00:00:00Z,49.250000,48.210000,49.540000,47.990000,29918487,reg,False,WFC
92,2016-01-20T00:00:00Z,47.270000,47.870000,48.245000,46.880000,40241141,reg,False,WFC
93,2016-01-21T00:00:00Z,48.020000,48.010000,49.046600,47.910000,24272884,reg,False,WFC
