,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
0,2015-08-13T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
1,2015-08-14T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
2,2015-08-17T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
3,2015-08-18T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
4,2015-08-19T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
5,2015-08-20T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
6,2015-08-21T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
7,2015-08-24T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
8,2015-08-25T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
9,2015-08-26T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
10,2015-08-27T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
11,2015-08-28T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
12,2015-08-31T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
13,2015-09-01T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
14,2015-09-02T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
15,2015-09-03T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
16,2015-09-04T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
17,2015-09-08T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
18,2015-09-09T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
19,2015-09-10T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
20,2015-09-11T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
21,2015-09-14T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
22,2015-09-15T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
23,2015-09-16T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
24,2015-09-17T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
25,2015-09-18T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
26,2015-09-21T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
27,2015-09-22T00:00:00Z,25.000000,25.000000,25.000000,25.000000,0,reg,True,BYND
